en,hi
alliance,गठबंधन
alliance,संधि
all,अधिकतम
all,अल्ल्
all,सब
all,बहुत
allied,संबद्ध
alligator,घड़ियाल
all in all,सामान्यतः
alliteration,अनुप्रास
alliterative,सानुप्रास
all-knowing ,सर्वज्ञ
allocate,बाँटना
allocation,आवंटन
all of a sudden,एकाएक
all on own,अकेला
allot,बांटना
allotment,आवंटन
allotment ,नियतन
all-out,कड़ा
all over,सर्वत्र
all over the place,सर्वट्र
all over the shop,सर्वट्र
allowable,मान्य
allowance,छूट
allowance ,भत्ता
allow,देना
allow,मिलना
alloy,मिश्रधातु
all right,अवश्य
all right,निःसन्देह
all right,अच्छा
all right,ठीक
all right,सुरक्षित
all right,संतोषजनक
all right,स्वस्थ
all right,निःसंदेह
all-round,चौतरफा
all-round,सामान्य
all,ऑल
all skin and bone,दुबला
allspice,ऑलस्पाइस
all the best,शुभकामनाएँ
all the time,हमेशा
all the world and his wife,सभी
allure,आकर्षण
alluring,आकर्षक
allusion,उल्लेख
almanack,सूचना-कोश
ally,मित्रराष्ट्र
ally,मित्र
ally,मिलाना
almanac,सूचना-कोश
almanac,पंचांग
almanack,पंचांग
Almighty,सर्वशक्तिमान
almighty,हे
almighty,भारी
almond,बादाम
almost,लगभग
almost ,करीब-करीब
almost,प्रायः
almshouse,भिक्षुकावास
almshouse ,आवास-सेवा
alms,दान
aloft,ऊपर
alone ,अकेला
alone,अकेला
alone,केवल
along,आगे
along,साथ
aloofness,दूरी
alpaca,ऐल्पैका
alphabetical,वर्णानुक्रमी
alphabet ,वर्णमाला
alpha,ऐल्फ़ा
alright,ठीक
alright,बेशक़
Alsatian,अल्सेशियन
also,और
also,भी
alteration ,सुधार
altar,वेदी
perverse ,अनुचित
alteration,बदलाव
alteration,परिवर्तन
alteration,प्रत्यावर्तन
alterative ,आरोग्यकर
alterative ,उपचारात्मक
alterative ,परिवर्तक
altercation,झड़प
alternate,दूसरा
alternate,एवज़ी
alternative ,वैकल्पिक
alternative,एवजी
alternative,विकल्प
alternative,वैकल्पिक
alternator,जनित्र
although ,हालांकि
altimeter,तुंगतामापी
altitude,ऊँचाई
altogether,पूर्णतया
alto,आल्टो
altruism,परार्थवाद
altruistic,परार्थवादी
aluminium,ऐल्युमीनियम
aluminum ,ऐल्युमिनियम
a lump in one's throat,कण्ठरोध
a lump in the throat,कण्ठरोध
alveolar,वायुकोशीय
always,सदैव
always,हमेशा
always,सदा
amalgamation,एकीकरण
amalgam,पारदमिश्र
amalgam,मिश्रण
man of God,पुजारी
a man of many parts,हरफ़नमौला
a man of parts,हरफ़नमौला
amaterurish,शौक़िया
amateur ,शौकिया
amateure,अव्यवसायी
amateure,अनाड़ी
amateur,अव्यवसायी
amateurism,शौकीनी
amazed,आश्चर्यचकित
amazement,आश्चर्य
amazing,विस्मयकारी
amazing,आश्चर्यजनक
amazon,रणचंडी
ambassador,राजदूत
amber,ऐंबर
ambiance,माहौल
ambidextrous ,सव्यसाची
ambience,माहौल
ambient,परिवेशी
ambiguity,अनेकार्थता
ambiguity,अस्पष्टता
ambiguous,अनेकार्थी
ambiguous,संदिग्ध
ambiguous,अस्पष्ट
ambit,विस्तार-क्षेत्र
ambition ,महत्वाकांक्षा
ambition,अभिलाषा
ambitious,महत्वाकांक्षी
ambivalence,उभयवृत्तिता
ambivalent,उभयवृत्ति
ambo ,मंच
ambulance,ऐम्बुलेंस
ambush,ताक
ambush,घात
a means to an end ,साधन-मात्र
ameliorate,सुधारना
amelioration,सुधार
amenable,सुवश्य
amend,सुधारना
amendment,सुधार
amendment,संशोधन
amends,क्षतिपूर्ति
amen,आमीन
amen ,आमीन
amenity,सुख-सुविधा
amenity,रमणीयता
American ,अमरीकी
American,अमरीकी
Americanism,अमरीकीवाद
American ,अमेरिकावासी
amethyst,जंबुमणि
amiability,मिलनसारी
amiability,मिलनसारीई
amiable,स्नेही
amicable,मैत्रीपूर्ण
a middle course,समझौता
amiss,गड़बड़
amity,मैत्री
ammo,गोला-बारूद
ammonia,अमोनिया
ammunition,गोला-बारूद
ammunition ,जानकारी
amnesia,स्मृति-लोप
amnesty,क्षमादान
amnesty,क्षमादान-काल
amniocentesis,ऐम्नियोसेंटेसिस
amoeba,अमीबा
among,में
among,मिलकर
amoral,अनैतिक
amorous,कामुक
amorphous,अव्यवस्थित
amortisation,ऋणमुक्ति
amount,राशि
amount,मात्रा
amount,रकम
amount to,बनना
amour,प्रेम-संबंध
amour propre,आत्म-सम्मान
ampere,ऐम्पियर
ampersand,ऐम्परसैंड
amphetamine,ऐंफ़ेटमीन
amphibian,जलथलचर
amphibious,उभयचर
amphibious,जलस्थलीय
amphitheater,रंगभूमि
amphitheatre,रंगभूमि
ample,पर्याप्त
ample,प्रचुर
ample,बड़ा
ample,काफी
amplification,विस्तारण
amplification,प्रवर्धन्
amplification,परिवर्धन
amplifier,प्रवर्धक
amplify,बढ़ाना
amplitude,विपुलता
amplitude,ऐंप्लिट्यूड
ampule,संपुटक
ampule,ऐंप्यूल
amputation,अंगविच्छेद
amputee,छिन्नांग
amused,खुश
amusement,आनंद
amusement,मनोरंजन
amusement park,आमोद-उद्यान
an Achilles' heel,कमज़ोरी
anachronism ,कालदोष
anaconda,महाजगर
anaemia,रक्ताल्पता
anaemic,अरक्तक
anaemic,जोशरहित
anaerobic,वातनिरपेक्ष
anaesthesia,असंवेदनता
anaesthetist,निश्चेतक
anagram,वर्णविपर्यास
analgesia,पीड़ाशून्यता
anodyne ,पीड़ानाशक
analgesic,पीड़ानाशक
anal,गुदा
analog,रेखीय
analog,समधर्मी
analogous,अनुरूप
analogue,रेखीय
analogue,समधर्मी
analysis,विश्लेषण
analyst,विश्लेषक
analyst ,मनोविश्लेषक
analytical,विश्लेषी
analytic,विश्लेषणात्मक
anarchical,अराजक
anarchic,अराजक
anarchism,अराजकतावाद्
anarchistic,अराजकतावादी
anarchist,अराजकतावादी
anarchy,अव्यवस्था
anarchy,अराजकता
anathema,अभिशप्त
anathema,अभिशाप
anatomical,शारीरिक
ancestor ,पुरखा
ancestor ,पूर्वज
ancestor,पूर्वज
ancestral,पैतृक
ancestry ,वंश
